YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2026-01,WEEKDAY,5,TRAIN,CC14,766,326
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,DT29,2544,643
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,SW2,3291,3513
2026-01,WEEKDAY,18,TRAIN,PW4,5275,12148
2026-01,WEEKDAY,17,TRAIN,DT18,57531,10261
2026-01,WEEKDAY,9,TRAIN,NS23,12709,56322
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,EW27,26580,25634
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,EW33,3968,3674
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,NE12/CC13,30251,29394
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,NS25/EW13,48105,24013
2026-01,WEEKDAY,6,TRAIN,EW14/NS26,2249,37395
2026-01,WEEKDAY,21,TRAIN,BP11,1103,4774
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,CC21,5956,5882
2026-01,WEEKDAY,21,TRAIN,DT2,1549,2331
2026-01,WEEKDAY,13,TRAIN,NE11,16412,15112
2026-01,WEEKDAY,17,TRAIN,TE15,16330,17512
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,BP10,994,236
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,EW16/NE3/TE17,14354,10765
2026-01,WEEKDAY,10,TRAIN,EW9,19013,13000
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,EW23,23614,28258
2026-01,WEEKDAY,19,TRAIN,BP6/DT1,49483,108070
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,DT27,5875,4913
2026-01,WEEKDAY,17,TRAIN,NS5,41387,58272
2026-01,WEEKDAY,20,TRAIN,EW21/CC22,32196,16554
2026-01,WEEKDAY,10,TRAIN,CC16,5723,5231
2026-01,WEEKDAY,15,TRAIN,SW6,3791,4064
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,SE4,1025,2047
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,DT28,5616,4630
2026-01,WEEKDAY,20,TRAIN,DT33,8105,33447
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,DT24,208,1
2026-01,WEEKDAY,18,TRAIN,TE8,23670,30569
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,SW4,2327,1442
2026-01,WEEKDAY,20,TRAIN,CC28,2038,5976
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,NS20,19976,13754
2026-01,WEEKDAY,5,TRAIN,TE16,393,52
2026-01,WEEKDAY,8,TRAIN,SW6,10798,3000
2026-01,WEEKDAY,8,TRAIN,BP3,15456,2525
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,BP3,1795,744
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,DT20,3479,3601
2026-01,WEEKDAY,6,TRAIN,DT6,4123,5995
2026-01,WEEKDAY,20,TRAIN,TE6,5034,20916
2026-01,WEEKDAY,13,TRAIN,DT21,9948,10263
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,SW2,3376,3534
2026-01,WEEKDAY,15,TRAIN,DT13,11492,10291
2026-01,WEEKDAY,0,TRAIN,NS10,727,7417
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,TE18,113,140
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,NE18,2754,2735
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,CC25,3923,2529
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,NS15,6470,5476
2026-01,WEEKDAY,21,TRAIN,DT21,13229,8190
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,NS24/NE6/CC1,30680,22454
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,EW29,5811,4777
2026-01,WEEKDAY,16,TRAIN,DT31,9528,9943
2026-01,WEEKDAY,21,TRAIN,TE7,2622,6451
2026-01,WEEKDAY,12,TRAIN,SE3,3053,1793
2026-01,WEEKDAY,6,TRAIN,EW8/CC9,27938,20944
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,CC27,918,315
2026-01,WEEKDAY,16,TRAIN,CC6,7188,8868
2026-01,WEEKDAY,17,TRAIN,EW18,37142,31011
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,NE18,3629,4694
2026-01,WEEKDAY,0,TRAIN,EW16/NE3/TE17,76,776
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,NS16,21127,24610
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,NS19,20964,15480
2026-01,WEEKDAY,12,TRAIN,TE12,8321,5125
2026-01,WEEKDAY,17,TRAIN,BP3,4881,7599
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,SW7,1449,1335
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,NS27/CE2/TE20,443,425
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,NS24/NE6/CC1,27050,17324
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,CC2,779,2751
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,EW27,28975,40550
2026-01,WEEKDAY,13,TRAIN,DT29,5907,5281
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,PE5,3825,1053
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,NE18,601,67
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,SW5,2582,3828
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,CC14,3465,2064
2026-01,WEEKDAY,20,TRAIN,DT18,24446,6132
2026-01,WEEKDAY,16,TRAIN,TE1,27075,3175
2026-01,WEEKDAY,14,TRAIN,NS10,29457,30168
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,EW19,9996,5734
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,NE7/DT12,21958,22731
2026-01,WEEKDAY,17,TRAIN,NS16,62287,84390
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,DT5,2557,6995
2026-01,WEEKDAY,15,TRAIN,NE14,27517,29208
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,CC16,3078,4001
2026-01,WEEKDAY,22,TRAIN,DT5,7477,14046
2026-01,WEEKDAY,0,TRAIN,TE18,259,170
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,SW8,443,222
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,DT6,58,37
2026-01,WEEKDAY,17,TRAIN,TE28,5871,8481
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,TE8,107,44
2026-01,WEEKDAY,0,TRAIN,NS15,298,1196
2026-01,WEEKDAY,15,TRAIN,NS5,21250,27376
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,TE28,1077,633
2026-01,WEEKDAY,0,TRAIN,TE24,20,204
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,CC25,3170,2405
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,TE26,9680,6757
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,PW2,127,235
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,BP5,375,568
2026-01,WEEKDAY,20,TRAIN,CC17/TE9,4173,8217
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,EW7,8665,7908
2026-01,WEEKDAY,0,TRAIN,CC20,16,154
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,EW3,3108,1652
2026-01,WEEKDAY,15,TRAIN,TE25,2437,4045
2026-01,WEEKDAY,7,TRAIN,EW8/CC9,49821,53810
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,CC2,0,16
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,EW26,1601,10695
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,NS3,9931,10680
2026-01,WEEKDAY,10,TRAIN,SW7,3138,941
2026-01,WEEKDAY,7,TRAIN,DT4,7540,2024
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,EW21/CC22,13623,10417
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,SW6,9,316
2026-01,WEEKDAY,15,TRAIN,BP12,3552,2740
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,TE8,3102,3071
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,EW23,30358,30976
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,PE1,751,166
2026-01,WEEKDAY,12,TRAIN,CC26,5530,3078
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,EW24/NS1,31066,49934
2026-01,WEEKDAY,16,TRAIN,TE18,14031,9898
2026-01,WEEKDAY,20,TRAIN,NS24/NE6/CC1,59338,24015
2026-01,WEEKDAY,21,TRAIN,EW8/CC9,57698,28740
2026-01,WEEKDAY,5,TRAIN,CC12,875,160
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,CC12,1683,3703
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,BP8,489,490
2026-01,WEEKDAY,11,TRAIN,DT7,3148,3653
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,DT29,45,455
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,PW3,744,57
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,NS19,15885,11851
2026-01,WEEKDAY,18,TRAIN,EW28,67035,77600
2026-01,WEEKDAY,7,TRAIN,TE12,4134,11604
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,EW24/NS1,53220,15351
2026-01,WEEKDAY,12,TRAIN,EW4,15793,8412
2026-01,WEEKDAY,22,TRAIN,NS19,13054,36038
2026-01,WEEKDAY,23,TRAIN,PW5,140,2076
2026-01,WEEKDAY,20,TRAIN,BP8,1550,2137
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,SW2,4685,3049
2026-01,WEEKDAY,23,TRAIN,CC8,837,2293
2026-01,WEEKDAY,0,TRAIN,NE10,75,360
2026-01,WEEKDAY,6,TRAIN,EW21/CC22,13193,20694
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,NS18,810,128
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,BP13,603,572
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,DT23,1128,1316
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,DT13,8931,6807
2026-01,WEEKDAY,17,TRAIN,NS23,61942,50810
2026-01,WEEKDAY,21,TRAIN,NS16,31754,60224
2026-01,WEEKDAY,16,TRAIN,TE8,10197,11766
2026-01,WEEKDAY,21,TRAIN,CC8,4517,6611
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,SW1,1481,837
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,BP9,936,1136
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,TE28,2203,2416
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,SW6,1479,2253
2026-01,WEEKDAY,23,TRAIN,TE16,2404,3685
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,BP13,920,480
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,NS8,11734,6733
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,EW2/DT32,28850,24297
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,EW2/DT32,3590,11019
2026-01,WEEKDAY,17,TRAIN,CC11,81400,14258
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,CC20,949,2202
2026-01,WEEKDAY,0,TRAIN,CC24,70,99
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,DT20,15,0
2026-01,WEEKDAY,21,TRAIN,TE11,2432,4986
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,CC27,778,1141
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,SW2,4214,3333
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,NS8,2893,497
2026-01,WEEKDAY,23,TRAIN,PE7,168,2360
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,DT24,2422,2716
2026-01,WEEKDAY,6,TRAIN,NS25/EW13,2516,16696
2026-01,WEEKDAY,5,TRAIN,SW4,1514,102
2026-01,WEEKDAY,12,TRAIN,TE1,8912,11816
2026-01,WEEKDAY,6,TRAIN,SE4,6635,916
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,NS20,18929,12436
2026-01,WEEKDAY,5,TRAIN,NE11,836,511
2026-01,WEEKDAY,17,TRAIN,SE5,4323,4313
2026-01,WEEKDAY,9,TRAIN,BP2,4791,1242
2026-01,WEEKDAY,0,TRAIN,DT13,199,526
2026-01,WEEKDAY,8,TRAIN,CC3,1627,19110
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,TE4,107,30
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,NS4/BP1,520,2528
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,NS10,2102,12735
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,CC5,668,877
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,PW3,577,206
2026-01,WEEKDAY,17,TRAIN,EW11,39052,25686
2026-01,WEEKDAY,10,TRAIN,PW7,2696,1697
2026-01,WEEKDAY,13,TRAIN,CC8,9422,6158
2026-01,WEEKDAY,23,TRAIN,EW28,3384,15519
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,NS2,15233,9901
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,BP9,803,1038
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,EW22,2582,3502
2026-01,WEEKDAY,22,TRAIN,EW22,6075,5648
2026-01,WEEKDAY,8,TRAIN,EW10,34073,15172
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,DT17,63,53
2026-01,WEEKDAY,13,TRAIN,TE16,6700,7295
2026-01,WEEKDAY,22,TRAIN,EW12/DT14,58492,19934
2026-01,WEEKDAY,15,TRAIN,NS21/DT11,53018,59055
2026-01,WEEKDAY,17,TRAIN,BP11,3641,6686
2026-01,WEEKDAY,5,TRAIN,EW24/NS1,11805,6309
2026-01,WEEKDAY,11,TRAIN,NE1/CC29,21639,68699
2026-01,WEEKDAY,6,TRAIN,BP2,7676,1558
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,TE8,6693,6556
2026-01,WEEKDAY,10,TRAIN,SW4,3193,1271
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,EW15,13250,10550
2026-01,WEEKDAY,17,TRAIN,NE18,34614,17625
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,DT10,945,1254
2026-01,WEEKDAY,13,TRAIN,TE15,15311,11557
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,BP9,618,414
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,TE6,963,38
2026-01,WEEKDAY,13,TRAIN,CC21,16612,9928
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,NS23,17303,30321
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,SW1,1532,1621
2026-01,WEEKDAY,17,TRAIN,TE18,21712,13264
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,NE15,4388,1157
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,EW20,6728,6481
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,BP4,806,659
2026-01,WEEKDAY,19,TRAIN,NE7/DT12,44302,48752
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,EW17,604,85
2026-01,WEEKDAY,23,TRAIN,TE14/NS22,17565,5230
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,NS12,13861,5796
2026-01,WEEKDAY,23,TRAIN,SW8,159,938
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,NS4/BP1,18318,21878
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,DT5,12624,7995
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,EW11,4663,2198
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,CC11,5845,4004
2026-01,WEEKDAY,19,TRAIN,EW12/DT14,101440,74334
2026-01,WEEKDAY,9,TRAIN,SW4,5071,1639
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,EW27,24136,19536
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,EW4,9334,4054
2026-01,WEEKDAY,11,TRAIN,SW5,6965,5498
2026-01,WEEKDAY,19,TRAIN,DT25,5101,10178
2026-01,WEEKDAY,22,TRAIN,DT23,3133,3036
2026-01,WEEKDAY,9,TRAIN,NS19,57008,40925
2026-01,WEEKDAY,0,TRAIN,EW5,224,2418
2026-01,WEEKDAY,9,TRAIN,NE15,46084,9557
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,EW21/CC22,458,204
2026-01,WEEKDAY,10,TRAIN,CC28,3961,3160
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,EW15,59,114
2026-01,WEEKDAY,16,TRAIN,NE1/CC29,63872,44357
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,CC23,2425,1800
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,EW11,10304,9862
2026-01,WEEKDAY,21,TRAIN,DT31,5559,12379
2026-01,WEEKDAY,22,TRAIN,SE3,597,4036
2026-01,WEEKDAY,13,TRAIN,DT18,17338,17072
2026-01,WEEKDAY,11,TRAIN,EW30,2196,1076
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,CC20,3042,3251
2026-01,WEEKDAY,7,TRAIN,BP4,6811,11048
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,NS15,5826,5590
2026-01,WEEKDAY,19,TRAIN,PE7,2772,11147
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,EW9,9295,14406
2026-01,WEEKDAY,7,TRAIN,NE14,98108,43212
2026-01,WEEKDAY,23,TRAIN,CC19/DT9,992,1105
2026-01,WEEKDAY,7,TRAIN,PW2,20,201
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,NE18,5608,5969
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,SW6,517,2195
2026-01,WEEKDAY,7,TRAIN,DT27,20242,26826
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,BP11,1360,1479
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,PW6,1207,417
2026-01,WEEKDAY,18,TRAIN,NE5,59515,27820
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,TE25,2053,1415
2026-01,WEEKDAY,13,TRAIN,DT25,6086,4128
2026-01,WEEKDAY,22,TRAIN,NS21/DT11,39371,45130
2026-01,WEEKDAY,23,TRAIN,BP12,88,819
2026-01,WEEKDAY,13,TRAIN,NS25/EW13,64118,51453
2026-01,WEEKDAY,9,TRAIN,DT6,8695,9899
2026-01,WEEKDAY,8,TRAIN,SW4,10469,2487
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,BP4,731,695
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,NE5,201,9
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,EW33,3481,1392
2026-01,WEEKDAY,15,TRAIN,PE7,3256,5110
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,TE28,1909,2897
2026-01,WEEKDAY,14,TRAIN,NS14,25373,24960
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,NS18,2081,9497
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,SW3,981,1112
2026-01,WEEKDAY,11,TRAIN,PE6,8708,6005
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,NS13,19535,30584
2026-01,WEEKDAY,16,TRAIN,TE12,8895,4378
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,NS25/EW13,57212,35635
2026-01,WEEKDAY,22,TRAIN,SW5,3172,6503
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,TE4,3193,2849
2026-01,WEEKDAY,13,TRAIN,EW6,9376,10555
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,NS19,22186,15651
2026-01,WEEKDAY,13,TRAIN,TE1,8561,9597
2026-01,WEEKDAY,11,TRAIN,SW1,3677,3611
2026-01,WEEKDAY,8,TRAIN,NE15,89429,12238
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,CC5,2379,2871
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,TE4,3068,2387
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,EW27,24473,25494
2026-01,WEEKDAY,23,TRAIN,SW3,110,1121
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,TE12,14,53
2026-01,WEEKDAY,12,TRAIN,DT34,6074,3897
2026-01,WEEKDAY,17,TRAIN,CC14,16521,11070
2026-01,WEEKDAY,21,TRAIN,EW31,3034,2171
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,CC5,1470,1505
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,DT24,1348,2899
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,NS21/DT11,11333,10983
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,TE28,1884,2934
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,TE6,3833,715
2026-01,WEEKDAY,23,TRAIN,CG2,9888,9346
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,NS18,4117,1218
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,DT31,448,17
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,NE12/CC13,36339,43346
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,TE7,3943,2132
2026-01,WEEKDAY,5,TRAIN,BP9,1812,748
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,TE12,1115,4200
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,EW17,12768,15491
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,DT33,1917,10728
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,DT4,1419,288
2026-01,WEEKDAY,15,TRAIN,SE5,4494,2894
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,NS14,8397,19569
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,TE3,7044,4384
2026-01,WEEKDAY,10,TRAIN,TE24,3724,1581
2026-01,WEEKDAY,6,TRAIN,EW16/NE3/TE17,13536,40998
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,CC23,580,2540
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,NE13,11139,13428
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,EW16/NE3/TE17,14134,12630
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,NS24/NE6/CC1,2110,5853
2026-01,WEEKDAY,8,TRAIN,TE5,21259,9649
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,NS23,2630,9565
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,CC27,164,100
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,EW16/NE3/TE17,5850,13410
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,EW26,43,2261
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,BP8,791,805
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,EW25,7566,4438
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,CC2,3147,2195
2026-01,WEEKDAY,16,TRAIN,BP12,3401,2998
2026-01,WEEKDAY,9,TRAIN,CC12,14661,4760
2026-01,WEEKDAY,21,TRAIN,TE23,1971,2892
2026-01,WEEKDAY,12,TRAIN,NE15,19668,15036
2026-01,WEEKDAY,15,TRAIN,CC2,7233,5706
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,TE8,8086,7190
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,NE18,7536,8544
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,SE3,72,1100
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,CC10/DT26,8213,7804
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,NS8,13202,6234
2026-01,WEEKDAY,5,TRAIN,NS13,27601,4614
2026-01,WEEKDAY,21,TRAIN,CC23,9442,1940
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,CC3,4677,5643
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,PW2,220,152
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,NE12/CC13,27096,30703
2026-01,WEEKDAY,17,TRAIN,DT5,23334,30371
2026-01,WEEKDAY,20,TRAIN,DT20,9546,6648
2026-01,WEEKDAY,23,TRAIN,NE8,9999,8746
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,EW29,6505,4648
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,CG2,15620,5322
2026-01,WEEKDAY,11,TRAIN,NE12/CC13,45688,44077
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,DT21,13,0
2026-01,WEEKDAY,5,TRAIN,NS15,4551,2975
2026-01,WEEKDAY,13,TRAIN,NS24/NE6/CC1,44029,41284
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,NE14,16224,14861
2026-01,WEEKDAY,15,TRAIN,NS28,5214,2853
2026-01,WEEKDAY,14,TRAIN,NS4/BP1,32467,39224
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,CC23,3433,1381
2026-01,WEEKDAY,8,TRAIN,SW5,17654,4624
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,CC17/TE9,4015,3044
2026-01,WEEKDAY,11,TRAIN,DT8,3756,2609
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,NE1/CC29,9933,20441
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,PW7,1718,1803
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,EW9,11075,13176
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,SW3,1176,1382
2026-01,WEEKDAY,7,TRAIN,NS7,73938,43547
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,DT28,714,3843
2026-01,WEEKDAY,16,TRAIN,NE4/DT19,70184,55209
2026-01,WEEKDAY,14,TRAIN,EW25,7535,8652
2026-01,WEEKDAY,14,TRAIN,NS18,15537,13522
2026-01,WEEKDAY,8,TRAIN,DT17,5568,147090
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,DT2,1084,948
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,BP4,48,275
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,EW21/CC22,2149,3539
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,DT24,3123,1432
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,BP13,694,526
2026-01,WEEKDAY,20,TRAIN,TE16,6645,9183
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,CC8,32,123
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,CC17/TE9,3390,2231
2026-01,WEEKDAY,13,TRAIN,PE4,1565,2007
2026-01,WEEKDAY,8,TRAIN,EW14/NS26,10635,364485
2026-01,WEEKDAY,10,TRAIN,NS18,16799,8846
2026-01,WEEKDAY,19,TRAIN,PE5,3743,15992
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,NS28,656,2656
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,NS12,9916,12862
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,EW1,14677,14136
2026-01,WEEKDAY,7,TRAIN,CC21,11528,13715
2026-01,WEEKDAY,22,TRAIN,TE15,7680,3979
2026-01,WEEKDAY,17,TRAIN,TE6,13078,23318
2026-01,WEEKDAY,19,TRAIN,EW27,59117,122820
2026-01,WEEKDAY,9,TRAIN,BP10,4361,2167
2026-01,WEEKDAY,18,TRAIN,NS10,73532,120981
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,DT28,24,627
2026-01,WEEKDAY,16,TRAIN,PE3,8409,9257
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,NE5,1175,4273
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,DT21,4455,4150
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,NE12/CC13,4568,11734
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,CC26,2597,1656
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,DT31,4386,2464
2026-01,WEEKDAY,16,TRAIN,NE14,26776,38115
2026-01,WEEKDAY,14,TRAIN,BP10,2698,3907
