YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,CC14,3700,2670
2026-01,WEEKDAY,5,TRAIN,CC2,107,35
2026-01,WEEKDAY,14,TRAIN,TE13,4369,6002
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,NS3,10768,7833
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,EW25,8438,6824
2026-01,WEEKDAY,23,TRAIN,DT2,214,1084
2026-01,WEEKDAY,10,TRAIN,PE7,4140,1442
2026-01,WEEKDAY,20,TRAIN,PW6,599,2341
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,SW5,4513,4018
2026-01,WEEKDAY,18,TRAIN,EW1,42406,101575
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,TE11,1810,1507
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,CE1/DT16,33324,30029
2026-01,WEEKDAY,19,TRAIN,NS18,16449,28067
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,BP11,845,49
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,NS14,23650,9992
2026-01,WEEKDAY,22,TRAIN,EW17,11038,24595
2026-01,WEEKDAY,20,TRAIN,DT5,14857,20054
2026-01,WEEKDAY,8,TRAIN,BP2,10765,1457
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,NS20,3640,11895
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,SW4,917,2239
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,PW6,800,733
2026-01,WEEKDAY,18,TRAIN,EW4,40839,37813
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,EW1,14339,16213
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,CC21,5632,3801
2026-01,WEEKDAY,17,TRAIN,NS25/EW13,92211,62997
2026-01,WEEKDAY,19,TRAIN,CC14,9323,14412
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,EW33,2412,1431
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,TE18,10001,7773
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,NS10,12908,22451
2026-01,WEEKDAY,16,TRAIN,TE28,4353,5976
2026-01,WEEKDAY,18,TRAIN,EW24/NS1,242370,175909
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,NS11,19372,10078
2026-01,WEEKDAY,12,TRAIN,EW25,10001,6511
2026-01,WEEKDAY,13,TRAIN,CC16,7199,7509
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,SW4,292,13
2026-01,WEEKDAY,12,TRAIN,SW3,2761,2066
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,EW3,10339,5257
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,BP8,935,826
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,EW24/NS1,8268,14396
2026-01,WEEKDAY,16,TRAIN,EW32,8678,2299
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,CC23,287,289
2026-01,WEEKDAY,12,TRAIN,NS5,26661,17356
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,NS17/CC15,10888,5380
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,NS11,23632,15682
2026-01,WEEKDAY,6,TRAIN,PW4,9368,1042
2026-01,WEEKDAY,7,TRAIN,SW1,5728,8286
2026-01,WEEKDAY,13,TRAIN,DT10,8247,3401
2026-01,WEEKDAY,17,TRAIN,EW7,20823,27857
2026-01,WEEKDAY,12,TRAIN,CC12,8417,4929
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,DT28,1423,6734
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,EW2/DT32,32913,38882
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,NS9/TE2,31564,35671
2026-01,WEEKDAY,10,TRAIN,NE10,16132,10952
2026-01,WEEKDAY,21,TRAIN,NE12/CC13,54036,65304
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,DT3,3567,3639
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,NS18,6721,6906
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,EW30,654,1254
2026-01,WEEKDAY,20,TRAIN,DT2,2345,3181
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,CC11,3300,3108
2026-01,WEEKDAY,12,TRAIN,PE5,6001,3781
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,NE18,7062,7115
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,PE2,2756,2876
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,EW32,0,482
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,NS5,4349,14207
2026-01,WEEKDAY,21,TRAIN,EW9,16054,33511
2026-01,WEEKDAY,22,TRAIN,NE11,7345,10943
2026-01,WEEKDAY,17,TRAIN,NE14,36993,61076
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,DT17,2671,2856
2026-01,WEEKDAY,7,TRAIN,TE19,1562,24709
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,CC27,382,1258
2026-01,WEEKDAY,20,TRAIN,DT10,2408,3470
2026-01,WEEKDAY,17,TRAIN,NS28,3869,3396
2026-01,WEEKDAY,18,TRAIN,DT25,13018,12560
2026-01,WEEKDAY,14,TRAIN,DT10,9538,3427
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,EW20,4312,3829
2026-01,WEEKDAY,6,TRAIN,EW30,2285,10465
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,NS23,31749,26599
2026-01,WEEKDAY,6,TRAIN,EW28,74220,15880
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,DT10,1811,1195
2026-01,WEEKDAY,14,TRAIN,NE11,15856,18342
2026-01,WEEKDAY,7,TRAIN,TE27,17686,15207
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,EW2/DT32,27617,20959
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,EW4,8678,4531
2026-01,WEEKDAY,9,TRAIN,SW5,10552,4739
2026-01,WEEKDAY,7,TRAIN,PW3,4170,2873
2026-01,WEEKDAY,19,TRAIN,DT13,19460,15402
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,DT10,29,15
2026-01,WEEKDAY,11,TRAIN,EW1,27354,13019
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,CC14,3147,3345
2026-01,WEEKDAY,16,TRAIN,NE11,23195,18087
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,PE7,2958,1435
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,EW25,9862,11150
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,DT4,1334,1108
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,EW4,8986,3926
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,CC7,1047,717
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,SE3,2077,707
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,BP6/DT1,17610,19979
2026-01,WEEKDAY,20,TRAIN,NS13,38525,84488
2026-01,WEEKDAY,5,TRAIN,CC7,1497,101
2026-01,WEEKDAY,9,TRAIN,NS13,71999,32775
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,EW8/CC9,37945,32574
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,NS24/NE6/CC1,21561,27778
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,SW6,833,264
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,CC16,744,659
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,SE4,1911,2108
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,EW28,16798,6863
2026-01,WEEKDAY,12,TRAIN,PW1,1436,2133
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,NS15,7364,7778
2026-01,WEEKDAY,7,TRAIN,NS17/CC15,95794,58802
2026-01,WEEKDAY,11,TRAIN,SE3,2979,1339
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,TE12,3064,1876
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,TE12,2852,1817
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,TE14/NS22,234,285
2026-01,WEEKDAY,10,TRAIN,NS28,3479,3424
2026-01,WEEKDAY,6,TRAIN,DT5,16770,5811
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,EW20,1856,5468
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,EW7,7705,5550
2026-01,WEEKDAY,14,TRAIN,CC7,4952,5981
2026-01,WEEKDAY,22,TRAIN,CC20,1441,3400
2026-01,WEEKDAY,18,TRAIN,EW33,12846,15862
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,CC28,2107,2225
2026-01,WEEKDAY,17,TRAIN,NE12/CC13,76074,116554
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,DT25,2000,1882
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,BP12,1711,1022
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,SE3,1510,1399
2026-01,WEEKDAY,22,TRAIN,DT7,1599,2850
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,NE8,398,32
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,PW4,3047,3145
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,PW1,733,1920
2026-01,WEEKDAY,12,TRAIN,TE7,6513,4444
2026-01,WEEKDAY,20,TRAIN,EW10,7614,19879
2026-01,WEEKDAY,19,TRAIN,EW25,11944,33775
2026-01,WEEKDAY,8,TRAIN,BP6/DT1,150981,58630
2026-01,WEEKDAY,13,TRAIN,NS17/CC15,36854,16936
2026-01,WEEKDAY,0,TRAIN,CC19/DT9,55,239
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,TE23,433,512
2026-01,WEEKDAY,11,TRAIN,BP6/DT1,30825,23584
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,SE2,1798,3771
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,TE4,3064,2127
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,NS5,16310,11015
2026-01,WEEKDAY,5,TRAIN,TE27,935,5
2026-01,WEEKDAY,5,TRAIN,TE22,17,1
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,EW32,3334,2585
2026-01,WEEKDAY,7,TRAIN,CC24,6240,66233
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,NS11,512,4556
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,EW14/NS26,13429,14896
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,CC10/DT26,9028,7765
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,EW26,3708,211
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,NE11,9432,8330
2026-01,WEEKDAY,10,TRAIN,NS13,48676,29449
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,CE1/DT16,19844,31217
2026-01,WEEKDAY,5,TRAIN,NS9/TE2,24495,9298
2026-01,WEEKDAY,15,TRAIN,EW3,17260,18698
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,TE19,2637,2169
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,EW32,2656,1492
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,DT23,1545,1566
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,EW25,1047,3762
2026-01,WEEKDAY,15,TRAIN,TE23,1929,4151
2026-01,WEEKDAY,16,TRAIN,NS16,40326,51079
2026-01,WEEKDAY,13,TRAIN,DT34,4097,5305
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,DT24,2109,2265
2026-01,WEEKDAY,7,TRAIN,CC7,10606,8817
2026-01,WEEKDAY,19,TRAIN,CG1/DT35,41511,10647
2026-01,WEEKDAY,6,TRAIN,NE14,47930,17647
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,NE5,10344,5560
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,EW12/DT14,10632,27876
2026-01,WEEKDAY,20,TRAIN,EW5,26565,44479
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,SE2,2802,2811
2026-01,WEEKDAY,16,TRAIN,TE5,5332,7384
2026-01,WEEKDAY,11,TRAIN,EW10,9584,5691
2026-01,WEEKDAY,17,TRAIN,CC20,9896,10876
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,TE28,2226,2876
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,NE17/PTC,2699,9169
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,NE12/CC13,25853,27094
2026-01,WEEKDAY,15,TRAIN,DT21,10517,9366
2026-01,WEEKDAY,7,TRAIN,BP11,19688,2386
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,BP6/DT1,18705,17225
2026-01,WEEKDAY,15,TRAIN,BP5,2110,1994
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,NS9/TE2,20638,18918
2026-01,WEEKDAY,21,TRAIN,BP13,419,1396
2026-01,WEEKDAY,9,TRAIN,DT4,4577,996
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,DT20,3080,3284
2026-01,WEEKDAY,6,TRAIN,PE6,12429,2589
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,SW8,1065,940
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,TE3,5658,2617
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,CC19/DT9,5558,5950
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,EW33,2544,1373
2026-01,WEEKDAY,11,TRAIN,DT22,8527,9552
2026-01,WEEKDAY,22,TRAIN,TE27,1119,5778
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,CG2,7243,10661
2026-01,WEEKDAY,23,TRAIN,TE29,218,1625
2026-01,WEEKDAY,16,TRAIN,DT8,12729,6009
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,TE22,9177,3516
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,BP3,2384,730
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,DT31,28,621
2026-01,WEEKDAY,0,TRAIN,CC4/DT15,261,117
2026-01,WEEKDAY,18,TRAIN,TE13,11671,6790
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,TE14/NS22,5987,32252
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,PW7,875,2083
2026-01,WEEKDAY,9,TRAIN,EW32,1881,4927
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,TE8,7765,6214
2026-01,WEEKDAY,17,TRAIN,DT29,11943,14702
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,SE5,118,734
2026-01,WEEKDAY,19,TRAIN,DT34,7012,11707
2026-01,WEEKDAY,16,TRAIN,TE11,6190,5238
2026-01,WEEKDAY,15,TRAIN,DT34,3950,3899
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,DT5,12253,8576
2026-01,WEEKDAY,17,TRAIN,PW7,4589,5370
2026-01,WEEKDAY,16,TRAIN,NE15,16312,29538
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,EW32,2716,1627
2026-01,WEEKDAY,16,TRAIN,EW4,17751,15766
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,BP9,1725,1367
2026-01,WEEKDAY,5,TRAIN,SE5,1141,280
2026-01,WEEKDAY,17,TRAIN,CC27,42204,2747
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,EW18,7260,7729
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,NE7/DT12,4207,3250
2026-01,WEEKDAY,23,TRAIN,TE8,2367,3088
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,DT30,4287,5000
2026-01,WEEKDAY,10,TRAIN,CC4/DT15,5379,28165
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,SE5,527,1835
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,SW2,4109,3086
2026-01,WEEKDAY,11,TRAIN,NS4/BP1,30501,24419
2026-01,WEEKDAY,18,TRAIN,PE6,8964,19369
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,CC17/TE9,2268,2935
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,EW8/CC9,9583,9354
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,BP13,830,525
2026-01,WEEKDAY,13,TRAIN,NS27/CE2/TE20,3792,8276
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,CC3,1701,229
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,NE15,15837,5857
2026-01,WEEKDAY,16,TRAIN,DT33,14226,18832
2026-01,WEEKDAY,7,TRAIN,TE4,9935,16750
2026-01,WEEKDAY,15,TRAIN,EW12/DT14,63139,58295
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,NS19,7366,4021
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,PW4,2944,2850
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,PE3,997,3316
2026-01,WEEKDAY,10,TRAIN,TE22,844,4450
2026-01,WEEKDAY,13,TRAIN,EW15,34372,39008
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,TE11,726,419
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,EW19,9029,4863
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,NE14,56,1413
2026-01,WEEKDAY,21,TRAIN,NS12,9234,28130
2026-01,WEEKDAY,23,TRAIN,CC2,1361,775
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,TE18,5250,10037
2026-01,WEEKDAY,0,TRAIN,DT24,43,385
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,NS7,18651,9569
2026-01,WEEKDAY,23,TRAIN,NS5,2767,15279
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,EW16/NE3/TE17,3105,3094
2026-01,WEEKDAY,11,TRAIN,NE10,16011,10354
2026-01,WEEKDAY,19,TRAIN,CC3,15172,7080
2026-01,WEEKDAY,15,TRAIN,NE10,18157,16475
2026-01,WEEKDAY,22,TRAIN,BP13,202,919
2026-01,WEEKDAY,11,TRAIN,DT4,2684,927
2026-01,WEEKDAY,5,TRAIN,SW2,1192,328
2026-01,WEEKDAY,14,TRAIN,TE8,9170,10445
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,NS23,6065,21207
2026-01,WEEKDAY,16,TRAIN,NS20,65477,31272
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,NE16/STC,23907,11424
2026-01,WEEKDAY,9,TRAIN,PE7,6422,1995
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,CC28,2194,2041
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,TE23,1724,2251
2026-01,WEEKDAY,6,TRAIN,NS12,50193,8995
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,DT30,3448,1591
2026-01,WEEKDAY,14,TRAIN,DT27,8717,7192
2026-01,WEEKDAY,13,TRAIN,NE15,20763,19997
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,DT30,1429,5509
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,NS12,6386,12610
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,CC23,16,76
2026-01,WEEKDAY,20,TRAIN,TE3,8007,15928
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,SE4,2907,1576
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,EW12/DT14,45050,29821
2026-01,WEEKDAY,12,TRAIN,TE5,5500,4365
2026-01,WEEKDAY,14,TRAIN,BP7,937,1417
2026-01,WEEKDAY,0,TRAIN,EW24/NS1,921,2603
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,DT23,1253,2070
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,NE15,3037,12673
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,PE5,495,2880
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,DT21,103,197
2026-01,WEEKDAY,7,TRAIN,EW6,28804,13265
2026-01,WEEKDAY,6,TRAIN,DT29,15079,3000
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,DT6,8,162
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,NE17/PTC,25560,26064
2026-01,WEEKDAY,23,TRAIN,NS28,305,271
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,EW20,6186,6759
2026-01,WEEKDAY,0,TRAIN,NS13,1373,7934
2026-01,WEEKDAY,18,TRAIN,EW6,18424,38324
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,CC3,195,2032
2026-01,WEEKDAY,17,TRAIN,TE19,56255,5619
2026-01,WEEKDAY,7,TRAIN,EW20,28454,31313
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,CC19/DT9,555,1115
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,CC20,1347,2464
2026-01,WEEKDAY,23,TRAIN,PW4,550,1887
2026-01,WEEKENDS/HOLIDAY,13,TRAIN,EW3,9798,8943
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,PW4,2104,1356
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,EW10,6775,6921
2026-01,WEEKDAY,13,TRAIN,CC5,5142,4982
2026-01,WEEKDAY,22,TRAIN,CC16,3566,4979
2026-01,WEEKDAY,23,TRAIN,PW2,29,7
2026-01,WEEKDAY,23,TRAIN,NE18,1961,2862
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,CC16,1901,2776
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,CC5,2008,1942
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,BP6/DT1,22463,16507
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,TE4,4277,4173
2026-01,WEEKDAY,13,TRAIN,BP6/DT1,33243,32540
2026-01,WEEKDAY,8,TRAIN,TE18,4168,25964
2026-01,WEEKDAY,0,TRAIN,CC7,25,406
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,BP3,1909,2356
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,EW7,9442,6877
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,TE3,2649,2751
2026-01,WEEKDAY,23,TRAIN,EW12/DT14,22315,10042
2026-01,WEEKDAY,16,TRAIN,CG2,32295,17921
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,DT13,7094,8642
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,CC28,4,55
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,PE3,2441,4031
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,NS25/EW13,3520,23082
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,DT5,10376,8020
2026-01,WEEKDAY,18,TRAIN,SE3,2696,9113
2026-01,WEEKDAY,11,TRAIN,NS17/CC15,30770,10546
2026-01,WEEKENDS/HOLIDAY,5,TRAIN,TE16,69,39
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,NS16,23749,19066
2026-01,WEEKDAY,18,TRAIN,NS27/CE2/TE20,40849,5216
2026-01,WEEKDAY,10,TRAIN,NE15,23676,7970
2026-01,WEEKDAY,10,TRAIN,SW3,2591,1069
2026-01,WEEKDAY,8,TRAIN,PE1,11633,2033
2026-01,WEEKDAY,10,TRAIN,DT21,6848,9646
2026-01,WEEKENDS/HOLIDAY,21,TRAIN,NE17/PTC,16784,20233
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,TE24,2216,1656
2026-01,WEEKDAY,12,TRAIN,TE22,2077,3888
2026-01,WEEKDAY,22,TRAIN,NS28,788,487
2026-01,WEEKDAY,10,TRAIN,DT25,3936,2553
2026-01,WEEKENDS/HOLIDAY,22,TRAIN,EW27,10170,24155
2026-01,WEEKDAY,10,TRAIN,PW6,1629,612
2026-01,WEEKDAY,22,TRAIN,TE29,607,3229
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,SW4,1668,1889
2026-01,WEEKDAY,5,TRAIN,CC3,61,4
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,EW28,19637,8414
2026-01,WEEKDAY,22,TRAIN,TE7,1350,5736
2026-01,WEEKDAY,15,TRAIN,NS7,17258,16663
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,EW27,13936,7775
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,CC25,3111,1952
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,NS19,15598,21364
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,PW3,432,496
2026-01,WEEKDAY,14,TRAIN,TE26,13918,15890
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,TE13,2705,2209
2026-01,WEEKDAY,19,TRAIN,DT21,17561,11382
2026-01,WEEKDAY,11,TRAIN,EW21/CC22,20572,18558
2026-01,WEEKDAY,15,TRAIN,PE4,1330,1991
2026-01,WEEKDAY,18,TRAIN,NS18,34619,36675
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,EW15,5780,13726
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,TE16,1249,2055
2026-01,WEEKENDS/HOLIDAY,7,TRAIN,TE22,309,1438
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,SW7,1773,545
2026-01,WEEKDAY,22,TRAIN,TE3,3525,12407
2026-01,WEEKDAY,14,TRAIN,PE2,6054,6486
2026-01,WEEKENDS/HOLIDAY,20,TRAIN,EW26,9119,20590
2026-01,WEEKDAY,20,TRAIN,DT22,13317,16285
2026-01,WEEKDAY,17,TRAIN,CC26,28493,4999
2026-01,WEEKENDS/HOLIDAY,8,TRAIN,DT17,910,2858
2026-01,WEEKDAY,19,TRAIN,TE1,13419,8699
2026-01,WEEKDAY,9,TRAIN,CC25,8700,13240
2026-01,WEEKENDS/HOLIDAY,16,TRAIN,BP3,1627,1881
2026-01,WEEKDAY,6,TRAIN,NS4/BP1,71201,43736
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,DT31,4569,2022
2026-01,WEEKENDS/HOLIDAY,12,TRAIN,NE1/CC29,17821,41649
2026-01,WEEKENDS/HOLIDAY,14,TRAIN,SE2,2748,2815
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,TE5,446,1567
2026-01,WEEKENDS/HOLIDAY,6,TRAIN,DT31,2336,900
2026-01,WEEKENDS/HOLIDAY,11,TRAIN,DT20,3739,3835
2026-01,WEEKDAY,12,TRAIN,PE2,5965,4409
2026-01,WEEKDAY,0,TRAIN,NE16/STC,484,3711
2026-01,WEEKDAY,20,TRAIN,DT6,4776,6405
2026-01,WEEKDAY,14,TRAIN,EW4,13892,11595
2026-01,WEEKDAY,14,TRAIN,CC6,4959,8024
2026-01,WEEKDAY,14,TRAIN,EW8/CC9,45629,43839
2026-01,WEEKENDS/HOLIDAY,0,TRAIN,NS7,1676,1616
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,NS7,10620,10415
2026-01,WEEKDAY,17,TRAIN,EW5,51704,59095
2026-01,WEEKENDS/HOLIDAY,15,TRAIN,DT34,1958,2006
2026-01,WEEKENDS/HOLIDAY,17,TRAIN,PE7,2215,2294
2026-01,WEEKENDS/HOLIDAY,9,TRAIN,TE28,2275,1207
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,PW1,1002,841
2026-01,WEEKENDS/HOLIDAY,23,TRAIN,SW8,80,456
2026-01,WEEKDAY,11,TRAIN,NE17/PTC,34816,28174
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,EW12/DT14,15099,40062
2026-01,WEEKDAY,0,TRAIN,SW4,57,501
2026-01,WEEKDAY,16,TRAIN,DT20,6153,6828
2026-01,WEEKDAY,15,TRAIN,PW3,978,865
2026-01,WEEKENDS/HOLIDAY,10,TRAIN,PW3,513,288
2026-01,WEEKDAY,22,TRAIN,DT33,3719,24257
2026-01,WEEKENDS/HOLIDAY,18,TRAIN,NS13,24248,37477
2026-01,WEEKDAY,6,TRAIN,BP12,9549,2222
2026-01,WEEKDAY,10,TRAIN,TE5,5520,3124
2026-01,WEEKENDS/HOLIDAY,19,TRAIN,DT2,1287,1173
